Temperature - (Celsius), Year, Statistics, Country, ISO3
23.1953, 1998, Oct Average, Uganda, UGA
23.1205, 1998, Nov Average, Uganda, UGA
23.1384, 1998, Dec Average, Uganda, UGA
23.7588, 1999, Jan Average, Uganda, UGA
25.2101, 1999, Feb Average, Uganda, UGA
24.0692, 1999, Mar Average, Uganda, UGA
23.5732, 1999, Apr Average, Uganda, UGA
23.0296, 1999, May Average, Uganda, UGA
22.5059, 1999, Jun Average, Uganda, UGA
21.9964, 1999, Jul Average, Uganda, UGA
22.1078, 1999, Aug Average, Uganda, UGA
22.5744, 1999, Sep Average, Uganda, UGA
22.2195, 1999, Oct Average, Uganda, UGA
22.6923, 1999, Nov Average, Uganda, UGA
22.9866, 1999, Dec Average, Uganda, UGA
23.2697, 2000, Jan Average, Uganda, UGA
23.996, 2000, Feb Average, Uganda, UGA
24.1851, 2000, Mar Average, Uganda, UGA
24.2362, 2000, Apr Average, Uganda, UGA
24.147, 2000, May Average, Uganda, UGA
22.5729, 2000, Jun Average, Uganda, UGA
22.7256, 2000, Jul Average, Uganda, UGA
23.4509, 2000, Aug Average, Uganda, UGA
22.4548, 2000, Sep Average, Uganda, UGA
22.7674, 2000, Oct Average, Uganda, UGA
24.206, 2000, Nov Average, Uganda, UGA
22.7689, 2000, Dec Average, Uganda, UGA
24.4764, 2001, Jan Average, Uganda, UGA
25.6109, 2001, Feb Average, Uganda, UGA
24.9772, 2001, Mar Average, Uganda, UGA
24.4028, 2001, Apr Average, Uganda, UGA
24.0126, 2001, May Average, Uganda, UGA
22.4705, 2001, Jun Average, Uganda, UGA
22.5621, 2001, Jul Average, Uganda, UGA
22.98, 2001, Aug Average, Uganda, UGA
23.3897, 2001, Sep Average, Uganda, UGA
24.0485, 2001, Oct Average, Uganda, UGA
23.7312, 2001, Nov Average, Uganda, UGA
23.3987, 2001, Dec Average, Uganda, UGA
24.312, 2002, Jan Average, Uganda, UGA
26.0398, 2002, Feb Average, Uganda, UGA
25.0137, 2002, Mar Average, Uganda, UGA
24.7403, 2002, Apr Average, Uganda, UGA
24.4183, 2002, May Average, Uganda, UGA
23.4028, 2002, Jun Average, Uganda, UGA
23.4644, 2002, Jul Average, Uganda, UGA
23.6776, 2002, Aug Average, Uganda, UGA
24.093, 2002, Sep Average, Uganda, UGA
23.3885, 2002, Oct Average, Uganda, UGA
23.976, 2002, Nov Average, Uganda, UGA
24.0704, 2002, Dec Average, Uganda, UGA
25.0266, 2003, Jan Average, Uganda, UGA
24.7426, 2003, Feb Average, Uganda, UGA
25.3722, 2003, Mar Average, Uganda, UGA
24.8926, 2003, Apr Average, Uganda, UGA
24.2454, 2003, May Average, Uganda, UGA
23.1142, 2003, Jun Average, Uganda, UGA
23.1386, 2003, Jul Average, Uganda, UGA
22.629, 2003, Aug Average, Uganda, UGA
23.4246, 2003, Sep Average, Uganda, UGA
23.5405, 2003, Oct Average, Uganda, UGA
24.0543, 2003, Nov Average, Uganda, UGA
25.1045, 2003, Dec Average, Uganda, UGA
25.6236, 2004, Jan Average, Uganda, UGA
25.6636, 2004, Feb Average, Uganda, UGA
24.6688, 2004, Mar Average, Uganda, UGA
23.5172, 2004, Apr Average, Uganda, UGA
24.0303, 2004, May Average, Uganda, UGA
23.4261, 2004, Jun Average, Uganda, UGA
23.1232, 2004, Jul Average, Uganda, UGA
23.4734, 2004, Aug Average, Uganda, UGA
22.902, 2004, Sep Average, Uganda, UGA
23.2539, 2004, Oct Average, Uganda, UGA
23.5215, 2004, Nov Average, Uganda, UGA
23.4586, 2004, Dec Average, Uganda, UGA
22.9467, 2005, Jan Average, Uganda, UGA
26.3056, 2005, Feb Average, Uganda, UGA
25.5868, 2005, Mar Average, Uganda, UGA
25.3733, 2005, Apr Average, Uganda, UGA
23.2832, 2005, May Average, Uganda, UGA
23.1999, 2005, Jun Average, Uganda, UGA
22.2177, 2005, Jul Average, Uganda, UGA
22.9373, 2005, Aug Average, Uganda, UGA
23.7405, 2005, Sep Average, Uganda, UGA
23.1404, 2005, Oct Average, Uganda, UGA
24.3783, 2005, Nov Average, Uganda, UGA
25.0946, 2005, Dec Average, Uganda, UGA
24.9222, 2006, Jan Average, Uganda, UGA
25.6323, 2006, Feb Average, Uganda, UGA
25.0883, 2006, Mar Average, Uganda, UGA
24.295, 2006, Apr Average, Uganda, UGA
22.6034, 2006, May Average, Uganda, UGA
22.7542, 2006, Jun Average, Uganda, UGA
23.0964, 2006, Jul Average, Uganda, UGA
23.3287, 2006, Aug Average, Uganda, UGA
22.4, 2006, Sep Average, Uganda, UGA
24.0656, 2006, Oct Average, Uganda, UGA
23.8558, 2006, Nov Average, Uganda, UGA
23.2337, 2006, Dec Average, Uganda, UGA
24.6226, 2007, Jan Average, Uganda, UGA
25.4173, 2007, Feb Average, Uganda, UGA
25.6184, 2007, Mar Average, Uganda, UGA
24.5898, 2007, Apr Average, Uganda, UGA
24.4496, 2007, May Average, Uganda, UGA
22.1248, 2007, Jun Average, Uganda, UGA
21.6067, 2007, Jul Average, Uganda, UGA
22.4461, 2007, Aug Average, Uganda, UGA
22.8156, 2007, Sep Average, Uganda, UGA
23.3903, 2007, Oct Average, Uganda, UGA
22.6605, 2007, Nov Average, Uganda, UGA
24.3195, 2007, Dec Average, Uganda, UGA
25.5006, 2008, Jan Average, Uganda, UGA
25.3893, 2008, Feb Average, Uganda, UGA
24.9086, 2008, Mar Average, Uganda, UGA
23.58, 2008, Apr Average, Uganda, UGA
23.2462, 2008, May Average, Uganda, UGA
22.605, 2008, Jun Average, Uganda, UGA
22.7489, 2008, Jul Average, Uganda, UGA
23.2705, 2008, Aug Average, Uganda, UGA
23.9383, 2008, Sep Average, Uganda, UGA
22.9293, 2008, Oct Average, Uganda, UGA
23.4902, 2008, Nov Average, Uganda, UGA
22.7702, 2008, Dec Average, Uganda, UGA
24.9558, 2009, Jan Average, Uganda, UGA
25.1685, 2009, Feb Average, Uganda, UGA
25.2269, 2009, Mar Average, Uganda, UGA
24.5069, 2009, Apr Average, Uganda, UGA
23.9868, 2009, May Average, Uganda, UGA
23.2362, 2009, Jun Average, Uganda, UGA
23.6691, 2009, Jul Average, Uganda, UGA
23.8218, 2009, Aug Average, Uganda, UGA
23.9036, 2009, Sep Average, Uganda, UGA
24.0062, 2009, Oct Average, Uganda, UGA
24.0909, 2009, Nov Average, Uganda, UGA
25.139, 2009, Dec Average, Uganda, UGA
24.4941, 2010, Jan Average, Uganda, UGA
23.7656, 2010, Feb Average, Uganda, UGA
25.448, 2010, Mar Average, Uganda, UGA
24.842, 2010, Apr Average, Uganda, UGA
23.8629, 2010, May Average, Uganda, UGA
22.9983, 2010, Jun Average, Uganda, UGA
22.7242, 2010, Jul Average, Uganda, UGA
23.2135, 2010, Aug Average, Uganda, UGA
23.5006, 2010, Sep Average, Uganda, UGA
24.0056, 2010, Oct Average, Uganda, UGA
23.9801, 2010, Nov Average, Uganda, UGA
24.3914, 2010, Dec Average, Uganda, UGA
25.155, 2011, Jan Average, Uganda, UGA
24.8356, 2011, Feb Average, Uganda, UGA
25.0809, 2011, Mar Average, Uganda, UGA
24.7395, 2011, Apr Average, Uganda, UGA
24.1612, 2011, May Average, Uganda, UGA
23.1067, 2011, Jun Average, Uganda, UGA
22.7284, 2011, Jul Average, Uganda, UGA
22.7339, 2011, Aug Average, Uganda, UGA
22.9642, 2011, Sep Average, Uganda, UGA
22.4134, 2011, Oct Average, Uganda, UGA
22.6727, 2011, Nov Average, Uganda, UGA
22.5368, 2011, Dec Average, Uganda, UGA
22.9161, 2012, Jan Average, Uganda, UGA
24.9217, 2012, Feb Average, Uganda, UGA
24.9105, 2012, Mar Average, Uganda, UGA
23.3614, 2012, Apr Average, Uganda, UGA
23.5067, 2012, May Average, Uganda, UGA
22.8738, 2012, Jun Average, Uganda, UGA
22.2784, 2012, Jul Average, Uganda, UGA
23.0863, 2012, Aug Average, Uganda, UGA
23.4734, 2012, Sep Average, Uganda, UGA
23.6288, 2012, Oct Average, Uganda, UGA
23.5303, 2012, Nov Average, Uganda, UGA
22.1854, 2012, Dec Average, Uganda, UGA
23.9962, 2013, Jan Average, Uganda, UGA
24.6834, 2013, Feb Average, Uganda, UGA
24.7354, 2013, Mar Average, Uganda, UGA
22.4711, 2013, Apr Average, Uganda, UGA
23.5139, 2013, May Average, Uganda, UGA
22.0518, 2013, Jun Average, Uganda, UGA
22.9726, 2013, Jul Average, Uganda, UGA
22.3716, 2013, Aug Average, Uganda, UGA
23.5763, 2013, Sep Average, Uganda, UGA
23.365, 2013, Oct Average, Uganda, UGA
23.9604, 2013, Nov Average, Uganda, UGA
23.2262, 2013, Dec Average, Uganda, UGA
23.8654, 2014, Jan Average, Uganda, UGA
24.4628, 2014, Feb Average, Uganda, UGA
24.5069, 2014, Mar Average, Uganda, UGA
22.888, 2014, Apr Average, Uganda, UGA
23.9416, 2014, May Average, Uganda, UGA
23.6086, 2014, Jun Average, Uganda, UGA
23.2455, 2014, Jul Average, Uganda, UGA
22.206, 2014, Aug Average, Uganda, UGA
23.3737, 2014, Sep Average, Uganda, UGA
22.8675, 2014, Oct Average, Uganda, UGA
23.4456, 2014, Nov Average, Uganda, UGA
23.3835, 2014, Dec Average, Uganda, UGA
23.3576, 2015, Jan Average, Uganda, UGA
24.4069, 2015, Feb Average, Uganda, UGA
24.1853, 2015, Mar Average, Uganda, UGA
23.2653, 2015, Apr Average, Uganda, UGA
23.0469, 2015, May Average, Uganda, UGA
23.1765, 2015, Jun Average, Uganda, UGA
23.3546, 2015, Jul Average, Uganda, UGA
23.0535, 2015, Aug Average, Uganda, UGA
23.7329, 2015, Sep Average, Uganda, UGA
24.3289, 2015, Oct Average, Uganda, UGA
23.0432, 2015, Nov Average, Uganda, UGA
23.653, 2015, Dec Average, Uganda, UGA
25.2064, 2016, Jan Average, Uganda, UGA
25.3727, 2016, Feb Average, Uganda, UGA
25.3145, 2016, Mar Average, Uganda, UGA
24.3254, 2016, Apr Average, Uganda, UGA
23.4949, 2016, May Average, Uganda, UGA
23.2189, 2016, Jun Average, Uganda, UGA
23.0557, 2016, Jul Average, Uganda, UGA
22.5669, 2016, Aug Average, Uganda, UGA
22.6394, 2016, Sep Average, Uganda, UGA
23.6937, 2016, Oct Average, Uganda, UGA
23.6398, 2016, Nov Average, Uganda, UGA
23.8839, 2016, Dec Average, Uganda, UGA
